x,y,MEAN_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,CLIMATE_IDENTIFIER,SNOW_ON_GROUND,HEATING_DEGREE_DAYS,SNOW_ON_GROUND_FLAG,MIN_REL_HUMIDITY,TOTAL_RAIN,MAX_TEMPERATURE_FLAG,PROVINCE_CODE,LOCAL_YEAR,MIN_TEMPERATURE,LOCAL_MONTH,ID,MAX_TEMPERATURE,STATION_NAME,TOTAL_PRECIPITATION_FLAG,TOTAL_SNOW,MIN_REL_HUMIDITY_FLAG,MEAN_TEMPERATURE,MAX_REL_HUMIDITY,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,LOCAL_DAY,DIRECTION_MAX_GUST_FLAG,TOTAL_RAIN_FLAG,SPEED_MAX_GUST,LOCAL_DATE,MAX_REL_HUMIDITY_FLAG,HEATING_DEGREE_DAYS_FLAG,MIN_TEMPERATURE_FLAG,DIRECTION_MAX_GUST,TOTAL_SNOW_FLAG
-79.4,43.666666666666664,,0,6158355,0,14.8,,69,,,ON,2018,1.8,12,6158355.2018.12.15,4.7,TORONTO CITY,,,,3.2,89,M,0,,15,M,,,2018-12-15 00:00:00,,,,,
-79.4,43.666666666666664,M,,6158355,,,,,,M,ON,2018,,12,6158355.2018.12.16,,TORONTO CITY,M,,M,,,M,,M,16,M,,,2018-12-16 00:00:00,M,M,M,,
-79.4,43.666666666666664,M,,6158355,0,,,,,M,ON,2018,,12,6158355.2018.12.17,,TORONTO CITY,M,,M,,,M,,M,17,M,,,2018-12-17 00:00:00,M,M,M,,
-79.4,43.666666666666664,,0,6158355,0,20.6,,52,,,ON,2018,-5,12,6158355.2018.12.18,-0.2,TORONTO CITY,,,,-2.6,71,M,0,,18,M,,,2018-12-18 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,,15.9,,66,,,ON,2018,-1,12,6158355.2018.12.19,5.2,TORONTO CITY,,,,2.1,82,M,0,,19,M,,,2018-12-19 00:00:00,,,,,
-79.4,43.666666666666664,,3.8,6158355,,14.3,,63,,,ON,2018,1.6,12,6158355.2018.12.20,5.8,TORONTO CITY,,,,3.7,86,M,0,,20,M,,,2018-12-20 00:00:00,,,,,
-79.4,43.666666666666664,,12.6,6158355,1,15,,73,,,ON,2018,-0.1,12,6158355.2018.12.21,6.2,TORONTO CITY,,,,3,93,M,0,,21,M,,,2018-12-21 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,,18.3,,63,,,ON,2018,-1.4,12,6158355.2018.12.22,0.7,TORONTO CITY,,,,-0.3,75,M,0,,22,M,,,2018-12-22 00:00:00,,,,,
-79.4,43.666666666666664,,0.2,6158355,,17.6,,62,,,ON,2018,-0.9,12,6158355.2018.12.23,1.8,TORONTO CITY,,,,0.4,91,M,0,,23,M,,,2018-12-23 00:00:00,,,,,
-79.4,43.666666666666664,,0.4,6158355,0,17.3,,66,,,ON,2018,-1,12,6158355.2018.12.24,2.4,TORONTO CITY,,,,0.7,87,M,0,,24,M,,,2018-12-24 00:00:00,,,,,
-79.4,43.666666666666664,,0.2,6158355,,18.1,,56,,,ON,2018,-1.5,12,6158355.2018.12.25,1.3,TORONTO CITY,,,,-0.1,81,M,0,,25,M,,,2018-12-25 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,,18.6,,50,,,ON,2018,-4.2,12,6158355.2018.12.26,3.1,TORONTO CITY,,,,-0.6,75,M,0,,26,M,,,2018-12-26 00:00:00,,,,,
-79.4,43.666666666666664,,4.6,6158355,,19.1,,57,,,ON,2018,-5.9,12,6158355.2018.12.27,3.8,TORONTO CITY,,,,-1.1,91,M,0,,27,M,,,2018-12-27 00:00:00,,,,,
-79.4,43.666666666666664,,1.8,6158355,1,10.5,,68,,,ON,2018,3.7,12,6158355.2018.12.28,11.3,TORONTO CITY,,,,7.5,92,M,0,,28,M,,,2018-12-28 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,0,18.8,,55,,,ON,2018,-5.7,12,6158355.2018.12.29,4.2,TORONTO CITY,,,,-0.8,73,M,0,,29,M,,,2018-12-29 00:00:00,,,,,
-79.4,43.666666666666664,,1.3,6158355,2,19.7,,64,,,ON,2018,-4.9,12,6158355.2018.12.30,1.5,TORONTO CITY,,,,-1.7,88,M,0,,30,M,,,2018-12-30 00:00:00,,,,,
-79.4,43.666666666666664,,13.6,6158355,2,15.3,,66,,,ON,2018,-0.9,12,6158355.2018.12.31,6.3,TORONTO CITY,,,,2.7,94,M,0,,31,M,,,2018-12-31 00:00:00,,,,,
-79.4,43.666666666666664,,0.4,6158355,0,18.1,,66,,,ON,2019,-6.6,1,6158355.2019.1.1,6.3,TORONTO CITY,,,,-0.1,93,M,0,,1,M,,,2019-01-01 00:00:00,,,,,
-79.4,43.666666666666664,,2.9,6158355,0,21.8,,63,,,ON,2019,-8.2,1,6158355.2019.1.2,0.6,TORONTO CITY,,,,-3.8,93,M,0,,2,M,,,2019-01-02 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,5,17.5,,65,,,ON,2019,-0.6,1,6158355.2019.1.3,1.5,TORONTO CITY,,,,0.5,93,M,0,,3,M,,,2019-01-03 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,4,13.5,,55,,,ON,2019,1.2,1,6158355.2019.1.4,7.8,TORONTO CITY,,,,4.5,80,M,0,,4,M,,,2019-01-04 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,1,15.5,,70,,,ON,2019,1,1,6158355.2019.1.5,3.9,TORONTO CITY,,,,2.5,84,M,0,,5,M,,,2019-01-05 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,1,19,,46,,,ON,2019,-6.8,1,6158355.2019.1.6,4.8,TORONTO CITY,,,,-1,80,M,0,,6,M,,,2019-01-06 00:00:00,,,,,
-79.4,43.666666666666664,,2.4,6158355,1,18.9,,54,,,ON,2019,-7.6,1,6158355.2019.1.7,5.7,TORONTO CITY,,,,-0.9,88,M,0,,7,M,,,2019-01-07 00:00:00,,,,,
-79.4,43.666666666666664,,3,6158355,0,12,,71,,,ON,2019,3.3,1,6158355.2019.1.8,8.7,TORONTO CITY,,,,6,91,M,0,,8,M,,,2019-01-08 00:00:00,,,,,
-79.4,43.666666666666664,,0.9,6158355,0,18.1,,54,,,ON,2019,-3.5,1,6158355.2019.1.9,3.4,TORONTO CITY,,,,-0.1,83,M,0,,9,M,,,2019-01-09 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,1,24.9,,53,,,ON,2019,-10.3,1,6158355.2019.1.10,-3.5,TORONTO CITY,,,,-6.9,75,M,0,,10,M,,,2019-01-10 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,0,27.3,,34,,,ON,2019,-12.2,1,6158355.2019.1.11,-6.5,TORONTO CITY,,,,-9.3,69,M,0,,11,M,,,2019-01-11 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,1,23.7,,42,,,ON,2019,-7.4,1,6158355.2019.1.12,-4.1,TORONTO CITY,,,,-5.7,65,M,0,,12,M,,,2019-01-12 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,1,26,,45,,,ON,2019,-10.3,1,6158355.2019.1.13,-5.7,TORONTO CITY,,,,-8,74,M,0,,13,M,,,2019-01-13 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,1,22,,58,,,ON,2019,-6.9,1,6158355.2019.1.14,-1.1,TORONTO CITY,,,,-4,83,M,0,,14,M,,,2019-01-14 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,1,19.1,,69,,,ON,2019,-3.1,1,6158355.2019.1.15,0.9,TORONTO CITY,,,,-1.1,88,M,0,,15,M,,,2019-01-15 00:00:00,,,,,
-79.4,43.666666666666664,,0.8,6158355,1,22.8,,45,,,ON,2019,-9.7,1,6158355.2019.1.16,0.2,TORONTO CITY,,,,-4.8,85,M,0,,16,M,,,2019-01-16 00:00:00,,,,,
-79.4,43.666666666666664,,0.2,6158355,1,24.7,,56,,,ON,2019,-11.4,1,6158355.2019.1.17,-2,TORONTO CITY,,,,-6.7,82,M,0,,17,M,,,2019-01-17 00:00:00,,,,,
-79.4,43.666666666666664,,1,6158355,1,21.9,,51,,,ON,2019,-8.7,1,6158355.2019.1.18,0.8,TORONTO CITY,,,,-3.9,89,M,0,,18,M,,,2019-01-18 00:00:00,,,,,
-79.4,43.666666666666664,,8.1,6158355,2,30,,53,,,ON,2019,-15.5,1,6158355.2019.1.19,-8.5,TORONTO CITY,,,,-12,84,M,0,,19,M,,,2019-01-19 00:00:00,,,,,
-79.4,43.666666666666664,,2.6,6158355,8,35.9,,46,,,ON,2019,-21.5,1,6158355.2019.1.20,-14.2,TORONTO CITY,,,,-17.9,83,M,0,,20,M,,,2019-01-20 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,3,34.2,,47,,,ON,2019,-21.5,1,6158355.2019.1.21,-11,TORONTO CITY,,,,-16.2,73,M,0,,21,M,,,2019-01-21 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,3,24.9,,49,,,ON,2019,-14.7,1,6158355.2019.1.22,1,TORONTO CITY,,,,-6.9,79,M,0,,22,M,,,2019-01-22 00:00:00,,,,,
-79.4,43.666666666666664,,11,6158355,4,15.3,,85,,,ON,2019,-0.2,1,6158355.2019.1.23,5.7,TORONTO CITY,,,,2.7,95,M,0,,23,M,,,2019-01-23 00:00:00,,,,,
-79.4,43.666666666666664,,4.1,6158355,2,17.1,,58,,,ON,2019,-2.4,1,6158355.2019.1.24,4.2,TORONTO CITY,,,,0.9,94,M,0,,24,M,,,2019-01-24 00:00:00,,,,,
-79.4,43.666666666666664,,0.4,6158355,3,24.3,,49,,,ON,2019,-10.4,1,6158355.2019.1.25,-2.3,TORONTO CITY,,,,-6.3,83,M,0,,25,M,,,2019-01-25 00:00:00,,,,,
-79.4,43.666666666666664,,0.2,6158355,2,26.3,,39,,,ON,2019,-12.3,1,6158355.2019.1.26,-4.4,TORONTO CITY,,,,-8.3,87,M,0,,26,M,,,2019-01-26 00:00:00,,,,,
-79.4,43.666666666666664,,7.1,6158355,12,25.8,,42,,,ON,2019,-13.1,1,6158355.2019.1.27,-2.5,TORONTO CITY,,,,-7.8,94,M,0,,27,M,,,2019-01-27 00:00:00,,,,,
-79.4,43.666666666666664,,13,6158355,9,28.5,,46,,,ON,2019,-18.2,1,6158355.2019.1.28,-2.8,TORONTO CITY,,,,-10.5,95,M,0,,28,M,,,2019-01-28 00:00:00,,,,,
-79.4,43.666666666666664,,3.1,6158355,29,24.6,,46,,,ON,2019,-14.1,1,6158355.2019.1.29,0.9,TORONTO CITY,,,,-6.6,96,M,0,,29,M,,,2019-01-29 00:00:00,,,,,
-79.4,43.666666666666664,,0.2,6158355,25,35.5,,44,,,ON,2019,-21.1,1,6158355.2019.1.30,-13.9,TORONTO CITY,,,,-17.5,61,M,0,,30,M,,,2019-01-30 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,22,34.9,,44,,,ON,2019,-21.2,1,6158355.2019.1.31,-12.6,TORONTO CITY,,,,-16.9,65,M,0,,31,M,,,2019-01-31 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,20,31.2,,42,,,ON,2019,-17.7,2,6158355.2019.2.1,-8.7,TORONTO CITY,,,,-13.2,71,M,0,,1,M,,,2019-02-01 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,19,24.1,,59,,,ON,2019,-13.5,2,6158355.2019.2.2,1.3,TORONTO CITY,,,,-6.1,93,M,0,,2,M,,,2019-02-02 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,18,13.7,,76,,,ON,2019,0.4,2,6158355.2019.2.3,8.1,TORONTO CITY,,,,4.3,95,M,0,,3,M,,,2019-02-03 00:00:00,,,,,
-79.4,43.666666666666664,,2.1,6158355,8,9.4,,60,,,ON,2019,5.5,2,6158355.2019.2.4,11.7,TORONTO CITY,,,,8.6,92,M,0,,4,M,,,2019-02-04 00:00:00,,,,,
-79.4,43.666666666666664,,0.2,6158355,1,16,,62,,,ON,2019,-5.6,2,6158355.2019.2.5,9.6,TORONTO CITY,,,,2,92,M,0,,5,M,,,2019-02-05 00:00:00,,,,,
-79.4,43.666666666666664,,11,6158355,2,20.9,,73,,,ON,2019,-5.3,2,6158355.2019.2.6,-0.4,TORONTO CITY,,,,-2.9,93,M,0,,6,M,,,2019-02-06 00:00:00,,,,,
-79.4,43.666666666666664,,1,6158355,3,16,,82,,,ON,2019,-2.2,2,6158355.2019.2.7,6.2,TORONTO CITY,,,,2,95,M,0,,7,M,,,2019-02-07 00:00:00,,,,,
-79.4,43.666666666666664,,0.2,6158355,2,19.4,,50,,,ON,2019,-8.7,2,6158355.2019.2.8,5.9,TORONTO CITY,,,,-1.4,94,M,0,,8,M,,,2019-02-08 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,2,23.9,,48,,,ON,2019,-8.8,2,6158355.2019.2.9,-3,TORONTO CITY,,,,-5.9,67,M,0,,9,M,,,2019-02-09 00:00:00,,,,,
-79.4,43.666666666666664,,0.3,6158355,2,23.1,,51,,,ON,2019,-7.8,2,6158355.2019.2.10,-2.5,TORONTO CITY,,,,-5.1,87,M,0,,10,M,,,2019-02-10 00:00:00,,,,,
-79.4,43.666666666666664,,0.7,6158355,4,22,,50,,,ON,2019,-5.1,2,6158355.2019.2.11,-2.9,TORONTO CITY,,,,-4,84,M,0,,11,M,,,2019-02-11 00:00:00,,,,,
-79.4,43.666666666666664,,20.9,6158355,4,20.2,,65,,,ON,2019,-6,2,6158355.2019.2.12,1.6,TORONTO CITY,,,,-2.2,96,M,0,,12,M,,,2019-02-12 00:00:00,,,,,
-79.4,43.666666666666664,,3.2,6158355,9,19.4,,60,,,ON,2019,-4.4,2,6158355.2019.2.13,1.6,TORONTO CITY,,,,-1.4,93,M,0,,13,M,,,2019-02-13 00:00:00,,,,,
-79.4,43.666666666666664,,1.9,6158355,10,18.9,,59,,,ON,2019,-3.9,2,6158355.2019.2.14,2.2,TORONTO CITY,,,,-0.9,84,M,0,,14,M,,,2019-02-14 00:00:00,,,,,
-79.4,43.666666666666664,,1.3,6158355,9,17.5,,57,,,ON,2019,-3.2,2,6158355.2019.2.15,4.3,TORONTO CITY,,,,0.5,89,M,0,,15,M,,,2019-02-15 00:00:00,,,,,
-79.4,43.666666666666664,,0.2,6158355,8,23,,50,,,ON,2019,-7.9,2,6158355.2019.2.16,-2.2,TORONTO CITY,,,,-5,78,M,0,,16,M,,,2019-02-16 00:00:00,,,,,
-79.4,43.666666666666664,,0.6,6158355,8,25.6,,50,,,ON,2019,-9.7,2,6158355.2019.2.17,-5.4,TORONTO CITY,,,,-7.6,81,M,0,,17,M,,,2019-02-17 00:00:00,,,,,
-79.4,43.666666666666664,,2.3,6158355,13,26,,41,,,ON,2019,-11.5,2,6158355.2019.2.18,-4.4,TORONTO CITY,,,,-8,83,M,0,,18,M,,,2019-02-18 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,12,25.4,,47,,,ON,2019,-12.5,2,6158355.2019.2.19,-2.4,TORONTO CITY,,,,-7.4,74,M,0,,19,M,,,2019-02-19 00:00:00,,,,,
-79.4,43.666666666666664,,2.5,6158355,11,20.9,,57,,,ON,2019,-6.7,2,6158355.2019.2.20,0.9,TORONTO CITY,,,,-2.9,94,M,0,,20,M,,,2019-02-20 00:00:00,,,,,
-79.4,43.666666666666664,,0.2,6158355,10,16.3,,48,,,ON,2019,-1,2,6158355.2019.2.21,4.4,TORONTO CITY,,,,1.7,94,M,0,,21,M,,,2019-02-21 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,8,17.4,,47,,,ON,2019,-2.1,2,6158355.2019.2.22,3.4,TORONTO CITY,,,,0.6,76,M,0,,22,M,,,2019-02-22 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,8,17.8,,60,,,ON,2019,-2.2,2,6158355.2019.2.23,2.6,TORONTO CITY,,,,0.2,88,M,0,,23,M,,,2019-02-23 00:00:00,,,,,
-79.4,43.666666666666664,,10,6158355,7,15.5,,60,,,ON,2019,-2,2,6158355.2019.2.24,6.9,TORONTO CITY,,,,2.5,95,M,0,,24,M,,,2019-02-24 00:00:00,,,,,
-79.4,43.666666666666664,,0.4,6158355,6,22.3,,50,,,ON,2019,-6.7,2,6158355.2019.2.25,-1.9,TORONTO CITY,,,,-4.3,86,M,0,,25,M,,,2019-02-25 00:00:00,,,,,
-79.4,43.666666666666664,,0.2,6158355,6,25,,42,,,ON,2019,-9.9,2,6158355.2019.2.26,-4.2,TORONTO CITY,,,,-7,62,M,0,,26,M,,,2019-02-26 00:00:00,,,,,
-79.4,43.666666666666664,,8.6,6158355,5,27.4,,49,,,ON,2019,-11.9,2,6158355.2019.2.27,-7,TORONTO CITY,,,,-9.4,90,M,0,,27,M,,,2019-02-27 00:00:00,,,,,
-79.4,43.666666666666664,,0.2,6158355,21,28.1,,54,,,ON,2019,-14.4,2,6158355.2019.2.28,-5.9,TORONTO CITY,,,,-10.1,81,M,0,,28,M,,,2019-02-28 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,17,21.6,,55,,,ON,2019,-7.3,3,6158355.2019.3.1,0.1,TORONTO CITY,,,,-3.6,82,M,0,,1,M,,,2019-03-01 00:00:00,,,,,
-79.4,43.666666666666664,,2.9,6158355,14,20.1,,55,,,ON,2019,-3.9,3,6158355.2019.3.2,-0.2,TORONTO CITY,,,,-2.1,88,M,0,,2,M,,,2019-03-02 00:00:00,,,,,
-79.4,43.666666666666664,,0.4,6158355,17,22.2,,49,,,ON,2019,-7.7,3,6158355.2019.3.3,-0.7,TORONTO CITY,,,,-4.2,86,M,0,,3,M,,,2019-03-03 00:00:00,,,,,
-79.4,43.666666666666664,,0.2,6158355,15,27,,41,,,ON,2019,-11.8,3,6158355.2019.3.4,-6.2,TORONTO CITY,,,,-9,73,M,0,,4,M,,,2019-03-04 00:00:00,,,,,
-79.4,43.666666666666664,,0.2,6158355,15,28.2,,44,,,ON,2019,-13,3,6158355.2019.3.5,-7.4,TORONTO CITY,,,,-10.2,68,M,0,,5,M,,,2019-03-05 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,15,27.8,,41,,,ON,2019,-12.2,3,6158355.2019.3.6,-7.3,TORONTO CITY,,,,-9.8,79,M,0,,6,M,,,2019-03-06 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,15,25.7,,39,,,ON,2019,-11.1,3,6158355.2019.3.7,-4.3,TORONTO CITY,,,,-7.7,74,M,0,,7,M,,,2019-03-07 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,15,24.3,,47,,,ON,2019,-11.3,3,6158355.2019.3.8,-1.3,TORONTO CITY,,,,-6.3,68,M,0,,8,M,,,2019-03-08 00:00:00,,,,,
-79.4,43.666666666666664,,0.9,6158355,13,20.2,,52,,,ON,2019,-6.1,3,6158355.2019.3.9,1.6,TORONTO CITY,,,,-2.2,74,M,0,,9,M,,,2019-03-09 00:00:00,,,,,
-79.4,43.666666666666664,,14.4,6158355,10,14.4,,66,,,ON,2019,1.2,3,6158355.2019.3.10,6.1,TORONTO CITY,,,,3.6,92,M,0,,10,M,,,2019-03-10 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,7,17,,53,,,ON,2019,-1.2,3,6158355.2019.3.11,3.2,TORONTO CITY,,,,1,70,M,0,,11,M,,,2019-03-11 00:00:00,,,,,
-79.4,43.666666666666664,,0.2,6158355,7,17,,41,,,ON,2019,-2,3,6158355.2019.3.12,3.9,TORONTO CITY,,,,1,77,M,0,,12,M,,,2019-03-12 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,5,16.7,,59,,,ON,2019,-0.7,3,6158355.2019.3.13,3.4,TORONTO CITY,,,,1.3,82,M,0,,13,M,,,2019-03-13 00:00:00,,,,,
-79.4,43.666666666666664,,6.5,6158355,4,11.3,,61,,,ON,2019,2.5,3,6158355.2019.3.14,10.9,TORONTO CITY,,,,6.7,87,M,0,,14,M,,,2019-03-14 00:00:00,,,,,
-79.4,43.666666666666664,,0.8,6158355,3,12.2,,64,,,ON,2019,1.2,3,6158355.2019.3.15,10.4,TORONTO CITY,,,,5.8,89,M,0,,15,M,,,2019-03-15 00:00:00,,,,,
-79.4,43.666666666666664,,0.4,6158355,3,18.3,,42,,,ON,2019,-3.4,3,6158355.2019.3.16,2.8,TORONTO CITY,,,,-0.3,78,M,0,,16,M,,,2019-03-16 00:00:00,,,,,
-79.4,43.666666666666664,,0.2,6158355,2,19,,32,,,ON,2019,-5.3,3,6158355.2019.3.17,3.3,TORONTO CITY,,,,-1,62,M,0,,17,M,,,2019-03-17 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,2,16.5,,29,,,ON,2019,-1.8,3,6158355.2019.3.18,4.7,TORONTO CITY,,,,1.5,72,M,0,,18,M,,,2019-03-18 00:00:00,,,,,
-79.4,43.666666666666664,,0.4,6158355,1,16.4,,51,,,ON,2019,-2.4,3,6158355.2019.3.19,5.6,TORONTO CITY,,,,1.6,90,M,0,,19,M,,,2019-03-19 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,3,12.6,,35,,,ON,2019,1,3,6158355.2019.3.20,9.8,TORONTO CITY,,,,5.4,78,M,0,,20,M,,,2019-03-20 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,1,12.4,,60,,,ON,2019,3.1,3,6158355.2019.3.21,8,TORONTO CITY,,,,5.6,85,M,0,,21,M,,,2019-03-21 00:00:00,,,,,
-79.4,43.666666666666664,,0.2,6158355,2,17.4,,49,,,ON,2019,-3.4,3,6158355.2019.3.22,4.6,TORONTO CITY,,,,0.6,77,M,0,,22,M,,,2019-03-22 00:00:00,,,,,
-79.4,43.666666666666664,,0.2,6158355,2,18.1,,23,,,ON,2019,-5.9,3,6158355.2019.3.23,5.8,TORONTO CITY,,,,-0.1,71,M,0,,23,M,,,2019-03-23 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,1,12.9,,43,,,ON,2019,0.4,3,6158355.2019.3.24,9.8,TORONTO CITY,,,,5.1,75,M,0,,24,M,,,2019-03-24 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,1,18.1,,26,,,ON,2019,-2.8,3,6158355.2019.3.25,2.6,TORONTO CITY,,,,-0.1,53,M,0,,25,M,,,2019-03-25 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,2,17.8,,17,,,ON,2019,-3,3,6158355.2019.3.26,3.4,TORONTO CITY,,,,0.2,58,M,0,,26,M,,,2019-03-26 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,1,14,,21,,,ON,2019,0.3,3,6158355.2019.3.27,7.8,TORONTO CITY,,,,4,64,M,0,,27,M,,,2019-03-27 00:00:00,,,,,
-79.4,43.666666666666664,,0.2,6158355,0,11.5,,40,,,ON,2019,1.4,3,6158355.2019.3.28,11.6,TORONTO CITY,,,,6.5,65,M,0,,28,M,,,2019-03-28 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,0,9.8,,27,,,ON,2019,4.9,3,6158355.2019.3.29,11.5,TORONTO CITY,,,,8.2,66,M,0,,29,M,,,2019-03-29 00:00:00,,,,,
-79.4,43.666666666666664,,31.6,6158355,1,14.6,,44,,,ON,2019,0.7,3,6158355.2019.3.30,6.2,TORONTO CITY,,,,3.4,93,M,0,,30,M,,,2019-03-30 00:00:00,,,,,
-79.4,43.666666666666664,,7.5,6158355,3,18.5,,63,,,ON,2019,-3.1,3,6158355.2019.3.31,2.1,TORONTO CITY,,,,-0.5,92,M,0,,31,M,,,2019-03-31 00:00:00,,,,,
-79.4,43.666666666666664,,0.3,6158355,5,18.4,,34,,,ON,2019,-4.4,4,6158355.2019.4.1,3.7,TORONTO CITY,,,,-0.4,70,M,0,,1,M,,,2019-04-01 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,,13.2,,35,,,ON,2019,0.8,4,6158355.2019.4.2,8.8,TORONTO CITY,,,,4.8,70,M,0,,2,M,,,2019-04-02 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,,13,,26,,,ON,2019,2,4,6158355.2019.4.3,7.9,TORONTO CITY,,,,5,70,M,0,,3,M,,,2019-04-03 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,,15.3,,25,,,ON,2019,-0.8,4,6158355.2019.4.4,6.2,TORONTO CITY,,,,2.7,52,M,0,,4,M,,,2019-04-04 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,,15.4,,45,,,ON,2019,0.9,4,6158355.2019.4.5,4.2,TORONTO CITY,,,,2.6,93,M,0,,5,M,,,2019-04-05 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,,9.3,,51,,,ON,2019,3.8,4,6158355.2019.4.6,13.6,TORONTO CITY,,,,8.7,88,M,0,,6,M,,,2019-04-06 00:00:00,,,,,
-79.4,43.666666666666664,,3.3,6158355,,9.1,,57,,,ON,2019,6.7,4,6158355.2019.4.7,11.1,TORONTO CITY,,,,8.9,83,M,0,,7,M,,,2019-04-07 00:00:00,,,,,
-79.4,43.666666666666664,,1,6158355,,7,,58,,,ON,2019,5.7,4,6158355.2019.4.8,16.4,TORONTO CITY,,,,11,92,M,0,,8,M,,,2019-04-08 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,,10.1,,51,,,ON,2019,4,4,6158355.2019.4.9,11.9,TORONTO CITY,,,,7.9,85,M,0,,9,M,,,2019-04-09 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,,13.6,,36,,,ON,2019,1.6,4,6158355.2019.4.10,7.1,TORONTO CITY,,,,4.4,77,M,0,,10,M,,,2019-04-10 00:00:00,,,,,
-79.4,43.666666666666664,,0.8,6158355,0,15.9,,49,,,ON,2019,-0.2,4,6158355.2019.4.11,4.4,TORONTO CITY,,,,2.1,81,M,0,,11,M,,,2019-04-11 00:00:00,,,,,
-79.4,43.666666666666664,,1.4,6158355,0,8.4,,46,,,ON,2019,4.4,4,6158355.2019.4.12,14.9,TORONTO CITY,,,,9.6,83,M,0,,12,M,,,2019-04-12 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,0,7,,22,,,ON,2019,4.9,4,6158355.2019.4.13,17.1,TORONTO CITY,,,,11,66,M,0,,13,M,,,2019-04-13 00:00:00,,,,,
-79.4,43.666666666666664,,24,6158355,0,14.1,,50,,,ON,2019,2.6,4,6158355.2019.4.14,5.1,TORONTO CITY,,,,3.9,91,M,0,,14,M,,,2019-04-14 00:00:00,,,,,
-79.4,43.666666666666664,M,,6158355,0,,,,,M,ON,2019,,4,6158355.2019.4.15,,TORONTO CITY,M,,M,,,M,,M,15,M,,,2019-04-15 00:00:00,M,M,M,,
-79.4,43.666666666666664,,0,6158355,0,13.7,,39,,,ON,2019,1.3,4,6158355.2019.4.16,7.3,TORONTO CITY,,,,4.3,85,M,0,,16,M,,,2019-04-16 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,0,9.9,,27,,,ON,2019,2.7,4,6158355.2019.4.17,13.4,TORONTO CITY,,,,8.1,91,M,0,,17,M,,,2019-04-17 00:00:00,,,,,
-79.4,43.666666666666664,,0.3,6158355,0,4.7,,50,,,ON,2019,6.8,4,6158355.2019.4.18,19.9,TORONTO CITY,,,,13.3,81,M,0,,18,M,,,2019-04-18 00:00:00,,,,,
-79.4,43.666666666666664,,18.8,6158355,0,7.6,,80,,,ON,2019,5.6,4,6158355.2019.4.19,15.1,TORONTO CITY,,,,10.4,89,M,0,,19,M,,,2019-04-19 00:00:00,,,,,
